gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-11.935943161403507,-11.936654394289485,-11.936654281768813,-11.936653515093184,-11.936654281496997
0.0002,-11.935231928518359,-11.936654731716487,-11.936654281875395,-11.936651217240804,-11.936654279584735
0.0005,-11.93309755506951,-11.936657091655052,-11.936654283647844,-11.936635169297515,-11.936654247696554
0.001,-11.929538018483969,-11.936665506063806,-11.936654297017437,-11.936578102758096,-11.936654010084085
0.002,-11.922410530904132,-11.936699056759847,-11.936654404166031,-11.936351712338128,-11.936652122591633
0.005,-11.900961028119942,-11.936931817320303,-11.936656214392197,-11.934802473398936,-11.936621207583011
0.01,-11.864990238919582,-11.937748818090064,-11.936670002163442,-11.929496059367873,-11.936398324507072
0.02,-11.792231659749099,-11.940904510874004,-11.93678387128713,-11.909841448776183,-11.934738652467221
0.03,-11.71841031413501,-11.945921221676128,-11.937102958563134,-11.879969254285843,-11.930606967043667
0.05,-11.567710500655686,-11.96069596795378,-11.938811619181791,-11.796376438579712,-11.912152842085657
0.1,-11.174725033358413,-12.015245478116826,-11.954293458574707,-11.497885242044664,-11.794987098659384
