gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,95.67131166826778,95.67855740799662,95.67855733409155,95.6784768362179,95.67855705308344
0.0002,95.66406592853893,95.67855763222153,95.6785573306083,95.67823756930204,95.67855509703836
0.0005,95.64232825887791,95.67855927338758,95.6785572662194,95.67659965000483,95.6785230372054
0.001,95.60609724436813,95.67856568365501,95.67855670353521,95.6709870742073,95.67829160057555
0.002,95.53362880508115,95.67859648702759,95.67855102511444,95.65019720485799,95.67656360577003
0.005,95.31615833198387,95.67895315403511,95.67841039233295,95.53069072808218,95.65286065302708
0.01,94.95336350993213,95.68154725731685,95.6769994313436,95.22246667996335,95.52846549431945
0.02,94.22517976254632,95.70348260423253,95.66587901070397,94.75921336245263,97.73696164539928
0.03,93.49072879089336,95.75845906835009,95.6479249640183,94.16293745082558,98.35499361690579
0.05,91.9913723068845,95.96098212617716,95.64776795400397,93.00255674354379,98.61261596037171
0.1,88.02176248759177,96.62691841439558,96.02670554510988,89.55727653925163,98.77099092653177
