gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,3.9445584920071717,3.9450246456213343,3.945024653354226,3.9450244254227567,3.945024653312129
0.0002,3.944092338393009,3.9450246224310677,3.9450246533465947,3.9450237419325553,3.9450246530603734
0.0005,3.9426939239294954,3.9450244601337463,3.945024653328497,3.945018962405042,3.9450246488429945
0.001,3.9403633877252444,3.9450238806287072,3.945024653203248,3.9450019255385076,3.945024617358774
0.002,3.9357028948217816,3.9450215635957786,3.945024652218068,3.944934028752754,3.9450243662952964
0.005,3.9217260496086817,3.9450053639002935,3.9450246352307765,3.944463571568418,3.9450202082747117
0.01,3.8984467353170698,3.9449476438583475,3.945024502406177,3.942815116225073,3.944989621733152
0.02,3.851945826775517,3.944717875090646,3.9450233521609928,3.9364548538090802,3.94475268158375
0.03,3.8055216179834637,3.944337451960439,3.945019953299811,3.9263179601235483,3.944133887410827
0.05,3.7129019573863355,3.9431344360299714,3.945000145064455,3.8960394914042613,3.941141033011533
0.1,3.4826694787433947,3.9376878252674037,3.944779124812664,3.774502120490573,3.918275218673409
