gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-53.83858488427714,-53.841748046954145,-53.84174642776961,-53.84173089711148,-53.84174640169052
0.0002,-53.835421721600135,-53.84175289962107,-53.841746434587236,-53.84168450772727,-53.84174622662
0.0005,-53.825922532125446,-53.84178673633993,-53.84174654781975,-53.841363133704874,-53.84174332790796
0.001,-53.8100583279097,-53.84190670197352,-53.84174738572605,-53.84023737064647,-53.84172201579553
0.002,-53.77820995384582,-53.84237993504056,-53.84175395678915,-53.835895149798546,-53.84155708499153
0.005,-53.68172208482572,-53.84556867832602,-53.8418580327087,-53.80828750740521,-53.839049878222895
0.01,-53.51787549132422,-53.85618093412603,-53.84257188957642,-53.72482774402763,-53.82323994465669
0.02,-53.179570048522336,-53.893342310238666,-53.847551844341695,-53.47063999453591,-53.73172793926536
0.03,-52.828407725901926,-53.94557744140817,-53.85932682784045,-52.41485475808469,-53.56077338848558
0.05,-52.093019314515914,-54.07248379181631,-53.90704549501868,-51.45322650911636,-56.98666385505087
0.1,-50.11355483721418,-54.69650737406586,-53.203776693696426,-48.838120472774875,-45.24840495705131
