gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,88.80320860199295,88.80647801754063,88.80647510213211,88.80644365133183,88.8064750046824
0.0002,88.79993918644527,88.80648678729396,88.8064750692318,88.80635009346437,88.80647429470714
0.0005,88.79011338157598,88.8065488061548,88.8064745326626,88.80570859310528,88.80646266579434
0.001,88.77367795699716,88.8067743948115,88.80647069817826,88.80350346333769,88.80637880588377
0.002,88.74058151918283,88.80770590099017,88.80644276064962,88.79528366597364,88.80575363251398
0.005,88.63941398244845,88.81468763316846,88.80610114548355,88.7471289656286,88.797184331681
0.01,88.46414033172843,88.8414341436238,88.80504304353599,88.61774879849236,88.75175236625265
0.02,88.08684651983306,88.94731165598766,88.81274406975561,87.72317166183363,91.75154874424749
0.03,87.67343490003194,89.09732957393103,88.8566126317969,86.99398554058673,92.95989312176957
0.05,86.7500819510921,87.48223947659443,94.84497464579366,85.00057422682043,94.34334895117009
0.1,86.01792442558977,90.18343377391592,89.82037952019289,78.31820385350107,74.83640779494512
