gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,12.324886983814157,12.325249451132596,12.325249681383305,12.325248928008712,12.325249681006152
0.0002,12.324524516495448,12.325248760631494,12.325249681011165,12.325246671198505,12.325249677946038
0.0005,12.323438495321035,12.325243934547785,12.325249674620245,12.325230932797838,12.32524962693304
0.001,12.321633056094837,12.325226748431723,12.32524962680904,12.325175120495208,12.32524924719913
0.002,12.318039363756004,12.325158387192646,12.325249242972696,12.324954872251743,12.325246237300163
0.005,12.307394789497572,12.324687356825265,12.32524276495598,12.323469837210123,12.325197254701182
0.01,12.290102222169878,12.323056143565104,12.325193593766173,12.318526865721125,12.324848480147718
0.02,12.257148300774652,12.31692933180141,12.324792283869584,12.301234644951043,12.322321293987523
0.03,12.226274916251368,12.307564159316136,12.323691109723391,12.27689887743904,12.316263174182128
0.05,12.170309549152119,12.281883479750391,12.318079208213092,12.217075726283765,12.291136776579334
0.1,12.058735618554406,12.205483343417765,12.275330305720711,13.549494070923226,12.163891873806632
