gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,27.93496108414201,27.93574336882698,27.93574382430012,27.935740735968615,27.93574382091705
0.0002,27.93417879945704,27.935742003292255,27.93574382302063,27.93573149887524,27.935743795979356
0.0005,27.931834675738045,27.935732469636307,27.9357438013363,27.93566731994219,27.935743381570454
0.001,27.927936881839504,27.935698592124506,27.935743636010244,27.93544129718589,27.93574031567663
0.002,27.920175171554575,27.935564430646025,27.935742266725825,27.934560967372526,27.935716300670915
0.005,27.89715756833694,27.93465329877415,27.93571723538993,27.928830248048207,27.935338614889186
0.01,27.859661837899722,27.931609854023296,27.93550371610354,27.9109108449908,27.932812461977825
0.02,27.787713821775874,27.9213334496448,27.933466871442604,27.854537502214292,27.916631329612358
0.03,27.719387330118206,27.908771953237142,27.9272459669767,27.783983379850685,27.88324564218456
0.05,27.591191457827854,27.893560851786862,27.89419302944387,29.69205909098948,27.773804488364807
0.1,27.28882206386562,27.523743526273332,29.27753947100564,28.08803769150205,31.807548096747364
