gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-8.099084359827836,-8.100633193361785,-8.100633184726195,-8.10063212876057,-8.10063318457548
0.0002,-8.097535526294172,-8.100633219294357,-8.100633184672564,-8.100628962119691,-8.100633183442945
0.0005,-8.09288897379811,-8.100633401893342,-8.100633183771226,-8.10060681767102,-8.100633164488418
0.001,-8.08514454570261,-8.100634061186621,-8.100633176897706,-8.100527878395503,-8.100633022759466
0.002,-8.069655030217486,-8.100636753140146,-8.100633122191258,-8.10021325398999,-8.100631889255357
0.005,-8.023181068649833,-8.100656654542323,-8.100632215647245,-8.098032845535263,-8.100612962215243
0.01,-7.945705482757343,-8.100734757157777,-8.100625539236088,-8.09039257964682,-8.100471736307775
0.02,-7.790676208356907,-8.101099675452357,-8.100573757094484,-8.060941233438552,-8.099349022059013
0.03,-7.635530214603632,-8.1018141491637,-8.100438574156136,-8.014124476589494,-8.096333193665792
0.05,-7.324829420048352,-8.10460850182881,-8.099788803217493,-7.875244117302138,-8.081153676530851
0.1,-6.545050338267754,-8.122627864053118,-8.0950800966829,-7.330815811406636,-7.9573657032163245
