gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,40.096548509960165,40.089236148017775,40.08923541775535,40.08927058960875,40.08923546664569
0.0002,40.103860871902555,40.08923833820189,40.08923541863085,40.089375714763285,40.08923580889735
0.0005,40.125793577855326,40.08925365260152,40.0892354331628,40.09010500152724,40.08924149124277
0.001,40.16233350310913,40.08930823284348,40.08923554254227,40.09266598326382,40.08928347615632
0.002,40.235358773374784,40.089525674378955,40.089236425590016,40.102586116774276,40.08961147449058
0.005,40.45400020797322,40.091030356266224,40.0892515773848,40.16621628657812,40.09472700993971
0.01,40.816970059679896,40.09628279583154,40.089370283810055,40.36014438921341,40.12833504991229
0.02,41.53765732352745,40.116296425313855,40.09040315380631,40.94806164997678,40.334589592689085
0.03,42.251574431572564,40.14738835543823,40.09344497784606,42.148620543462435,40.73607046701451
0.05,43.66030358138518,40.23441506917448,40.110273208061884,43.49676489045465,39.82838546816515
0.1,47.086192093595876,40.506899926880486,40.24232001675742,46.66787725049241,41.95063669680647
