gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,22.325918571089783,22.332746055462867,22.332747718941043,22.332723249286733,22.33274769796771
0.0002,22.3190910867167,22.332741068889405,22.332747713596092,22.332650011546,22.332747546160856
0.0005,22.298618603713575,22.33270626612607,22.332747624670105,22.332140287653985,22.332745014111346
0.001,22.264530941302198,22.332582666794703,22.33274695730905,22.33033950580222,22.332726151375557
0.002,22.196479215808022,22.332093628021433,22.332741583307303,22.323285223721754,22.33257643860156
0.005,21.993299036633875,22.328775758950087,22.332650250659427,22.2767047131843,22.330136129787135
0.01,21.657822314317663,22.317649325365778,22.33195110001619,22.127790816708494,22.31283972718996
0.02,20.997995303269548,22.27881608410793,22.326233180380946,21.644211136204444,22.19160422346042
0.03,20.351657775819,22.226033492601957,22.310851815663447,21.01817335055046,21.920715987034004
0.05,19.09291475327883,22.114006191462504,22.239534505584913,19.834129942155123,22.111293081960415
0.1,16.071823315095155,25.779294714629714,38.53728814687541,17.78396214274196,20.138218202703918
