gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,108.73032847945551,108.75530833948433,108.75531722946846,108.7549419430751,108.75531565975912
0.0002,108.70534861942606,108.7552816546882,108.75531724988929,108.75382850992453,108.75530476344053
0.0005,108.63046242016328,108.75509451287608,108.75531751609759,108.74624093722515,108.75512575804338
0.001,108.50583032745229,108.75442462797179,108.75531851478945,108.72047223896818,108.75382908481959
0.002,108.25723602693095,108.7517453696278,108.75531171259587,108.62673052909416,108.74410917576546
0.005,107.51680382393829,108.73353105995797,108.75458302471941,108.11498103018283,108.61176497017941
0.01,106.30007658792113,108.67748454651543,108.74365752391293,106.61434395212899,107.95892807217189
0.02,103.92266862932722,108.5512303640065,108.64616430301987,104.47511657741869,107.98952146323653
0.03,101.59652101960981,108.4661745591778,108.59617064863392,102.38250261881642,106.03281481042883
0.05,96.99634424755692,117.71750314069999,84.47372466792768,98.29704226912027,101.76009955883798
0.1,76.27518535441385,98.55649655935295,98.0506172176238,88.13126428120356,92.28026259968684
