gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,102.9441618124674,102.95146713269013,102.95147557550365,102.95138003737812,102.95147520649289
0.0002,102.93685649224473,102.95144188607804,102.95147546088737,102.95109642361214,102.95147253078233
0.0005,102.91499095921468,102.95126739614669,102.95147353054796,102.94916163539413,102.9514287664629
0.001,102.87871452228146,102.95065940631576,102.95145891067256,102.94257504051335,102.95111405615705
0.002,102.8067696382489,102.94834582149605,102.9513394561398,102.91848161589017,102.94878297190196
0.005,102.59549330623808,102.93452396475382,102.94927030080595,102.78467279808721,102.9176135731045
0.01,102.2564626477206,102.90127423477719,102.93407015367092,102.46111729489138,102.76263874232941
0.02,101.61165106066308,102.87349561356375,102.84489187500577,102.8199989458743,104.77625784714884
0.03,100.98430425153163,102.14660054052105,105.17143865930558,102.57161051103519,105.15388347765135
0.05,99.69392339523824,102.23765216825491,98.01294798538038,102.04988053519445,105.0921111346925
0.1,97.15019462222158,106.39611189618854,110.31552509581002,99.95173805027058,104.90182123238985
