gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,47.68372913136558,47.69017234283071,47.69017249178903,47.69013444818667,47.69017242093296
0.0002,47.677285919900505,47.69017189575604,47.69017249207944,47.69002088101912,47.69017192719025
0.0005,47.6579571798228,47.690168760605225,47.69017249682496,47.689235368173584,47.69016376116185
0.001,47.62574559904024,47.69015752838165,47.69017252910096,47.68649202772611,47.69010383759242
0.002,47.56133366970062,47.690112367718065,47.69017274031411,47.67597197865182,47.68964184530222
0.005,47.36818831164252,47.68979335963002,47.690174454225385,47.6101631790806,47.682696357568474
0.01,47.046583263655286,47.6886495474161,47.69017276204197,47.41722507204712,47.63982683087547
0.02,46.40451697989414,47.68410920102331,47.69014371991135,46.861021885383245,47.40267899451327
0.03,45.76396655446709,47.67647718857863,47.69037749202094,45.884609084598296,46.98499152062852
0.05,44.48740804982224,47.65096127796445,47.69154800446137,44.64258277862051,48.89720080714635
0.1,41.32385482168117,47.5700252285755,47.6182650885943,41.43818353259486,47.18766984325546
