gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,55.84752701221773,55.84681594659655,55.846815406347815,55.84682069787583,55.84681542009469
0.0002,55.848238077838914,55.84681756982744,55.84681540286559,55.84683646571732,55.84681551230515
0.0005,55.85036802625113,55.84682899993819,55.846815344982076,55.84694508253794,55.84681703064701
0.001,55.853907052564075,55.84687027075688,55.84681491800569,55.84732155877558,55.84682808512691
0.002,55.86094383437127,55.847038718237265,55.846811595304644,55.84874520438642,55.84691202576359
0.005,55.881715412544224,55.84827945629221,55.84676065230843,55.857339669445516,55.848121645239694
0.01,55.91515136879624,55.85307288722372,55.84644371922607,55.881087681751076,55.85506613634365
0.02,55.97722985036876,55.874235319618094,55.84488290595007,55.94333680222942,55.88906381628736
0.03,56.03239616745019,55.91166497521801,55.84328135057356,56.0775556829689,55.94178416607963
0.05,56.12048982677443,56.03178084660372,55.84728598395256,56.27609421578899,51.276937854584354
0.1,56.20919880694514,56.5449425071355,55.896353248189115,56.21161714933854,49.10692771484989
