gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-6.082290193430117,-6.081179838695775,-6.081179830358575,-6.081180636563116,-6.081179830524022
0.0002,-6.083400548164459,-6.081179863723108,-6.081179830353843,-6.081183053811918,-6.081179831741026
0.0005,-6.086731562317234,-6.081180038813196,-6.0811798304359,-6.081199950954528,-6.081179852049051
0.001,-6.0922830858228085,-6.081180663474176,-6.081179831084896,-6.081260139643782,-6.081180003622207
0.002,-6.103385508170744,-6.081183157032578,-6.081179836155837,-6.0814996888314,-6.081181211495645
0.005,-6.136687790994581,-6.081200513614883,-6.081179920592604,-6.083153405109116,-6.081201176609648
0.01,-6.192175068374281,-6.081261844600545,-6.081180546668968,-6.088907923924654,-6.08134751228526
0.02,-6.303088292147186,-6.081502207719679,-6.0811854688220315,-6.1108215869482345,-6.082472881690123
0.03,-6.413920926722314,-6.081892620499977,-6.0811985365666885,-6.1451836008110865,-6.085385056129152
0.05,-6.635350024895906,-6.083091962719205,-6.081263277439991,-6.245316709546468,-6.099241415205435
0.1,-7.187608087072469,-6.088198532633566,-6.0817787447792995,-6.62654451139383,-6.20052155982446
